20140508 0.090304	0	4385	10	4384	4	4385	48560	643874
20140508 0.090304	500	4385	11	4384	3	4385	48560	643874
20140508 0.090305	0	4385	11	4384	3	4385	48560	643874
20140508 0.090305	500	4385	14	4384	2	4384	48562	643874
20140508 0.090306	0	4385	17	4384	2	4384	48562	643874
20140508 0.090306	500	4385	17	4384	2	4384	48562	643874
20140508 0.090307	0	4385	15	4384	2	4384	48562	643874
20140508 0.090307	500	4385	15	4384	2	4384	48562	643874
20140508 0.090308	0	4385	15	4384	1	4384	48564	643872
20140508 0.090309	0	4385	15	4383	24	4384	48566	643872
20140508 0.090309	500	4385	14	4383	29	4384	48566	643872
20140508 0.09031	0	4385	8	4383	29	4384	48566	643872
20140508 0.09031	500	4385	1	4384	14	4384	48568	643874
20140508 0.090311	0	4386	6	4385	1	4385	48570	643872
20140508 0.090311	500	4385	4	4384	4	4384	48580	643862
20140508 0.090312	0	4386	17	4384	24	4385	48586	643856
20140508 0.090312	500	4386	12	4384	27	4385	48586	643856
20140508 0.090313	0	4386	12	4384	26	4384	48588	643856
20140508 0.090313	500	4386	12	4384	31	4384	48588	643856
20140508 0.090314	0	4386	12	4384	31	4384	48588	643856
20140508 0.090316	0	4386	20	4384	31	4384	48588	643856
20140508 0.090316	500	4386	26	4384	26	4384	48590	643856
20140508 0.090317	0	4385	2	4384	18	4384	48602	643844
20140508 0.090317	500	4385	2	4384	12	4384	48602	643844
20140508 0.090318	0	4385	1	4384	7	4385	48612	643840
20140508 0.090318	500	4385	11	4384	3	4385	48612	643840
20140508 0.090319	0	4385	13	4384	1	4385	48612	643840
20140508 0.090319	500	4385	13	4383	33	4384	48614	643842
20140508 0.09032	0	4385	14	4383	32	4384	48614	643842
20140508 0.09032	500	4385	14	4383	32	4384	48614	643842
20140508 0.090321	0	4385	14	4383	32	4384	48614	643842
20140508 0.090321	500	4385	14	4383	32	4384	48614	643842
20140508 0.090322	0	4385	22	4383	27	4384	48614	643842
20140508 0.090323	0	4385	22	4383	26	4383	48616	643842
20140508 0.090323	500	4385	22	4383	26	4383	48616	643842
20140508 0.090324	0	4385	40	4383	26	4383	48616	643842
20140508 0.090324	500	4385	40	4383	24	4383	48620	643842
20140508 0.090325	0	4384	2	4383	22	4383	48620	643842
20140508 0.090325	500	4384	3	4383	21	4383	48630	643844
20140508 0.090326	0	4384	2	4383	21	4384	48632	643844
20140508 0.090327	0	4385	40	4383	42	4384	48636	643844
20140508 0.090327	500	4385	44	4383	45	4383	48640	643846
20140508 0.090328	0	4385	44	4383	41	4383	48640	643846
20140508 0.090329	0	4385	44	4383	41	4383	48640	643846
20140508 0.090329	500	4385	44	4383	23	4383	48640	643846
20140508 0.09033	0	4385	44	4383	14	4383	48640	643846
20140508 0.09033	500	4384	1	4383	10	4384	48644	643848
20140508 0.090331	0	4384	1	4383	8	4383	48650	643848
20140508 0.090331	500	4384	7	4383	8	4383	48650	643848
20140508 0.090332	0	4384	4	4383	8	4383	48650	643848
20140508 0.090332	500	4384	4	4383	8	4383	48650	643848
20140508 0.090333	0	4384	1	4383	8	4383	48650	643848
20140508 0.090333	500	4385	45	4383	45	4383	48654	643848
20140508 0.090334	0	4385	45	4383	48	4383	48654	643848
20140508 0.090334	500	4384	29	4383	12	4383	48656	643848
20140508 0.090335	0	4384	31	4383	4	4383	48656	643848
20140508 0.090335	500	4384	38	4382	31	4384	48670	643856
20140508 0.090336	0	4384	27	4383	1	4383	48678	643848
20140508 0.090336	500	4384	23	4383	8	4384	48680	643850
20140508 0.090337	0	4385	40	4383	26	4384	48680	643850
20140508 0.090337	500	4385	34	4383	27	4384	48680	643850
20140508 0.090338	0	4385	34	4383	27	4384	48680	643850
20140508 0.090338	500	4385	34	4383	32	4384	48680	643850
20140508 0.090339	0	4385	34	4383	32	4384	48680	643850
20140508 0.090339	500	4385	34	4384	1	4384	48680	643850
20140508 0.09034	0	4384	6	4383	28	4384	48684	643848
20140508 0.09034	500	4384	1	4383	17	4384	48684	643848
20140508 0.090341	0	4385	53	4383	17	4384	48684	643848
20140508 0.090341	500	4385	53	4383	3	4383	48704	643828
20140508 0.090342	0	4385	53	4383	5	4383	48704	643828
20140508 0.090342	500	4385	55	4383	6	4383	48704	643828
20140508 0.090343	0	4385	55	4383	5	4383	48704	643828
20140508 0.090343	500	4384	41	4383	5	4383	48704	643828
20140508 0.090344	0	4384	41	4383	5	4383	48704	643828
20140508 0.090344	500	4384	41	4383	5	4383	48704	643828
20140508 0.090345	0	4384	44	4383	5	4383	48704	643828
20140508 0.090345	500	4384	44	4383	7	4383	48704	643828
20140508 0.090346	0	4384	44	4383	7	4383	48704	643828
20140508 0.090346	500	4384	44	4383	7	4383	48704	643828
20140508 0.090347	0	4384	44	4383	3	4383	48712	643822
20140508 0.090347	500	4384	49	4383	3	4384	48714	643824
20140508 0.090348	0	4384	49	4383	2	4383	48716	643824
20140508 0.090348	500	4383	2	4382	41	4383	48720	643820
20140508 0.090349	0	4383	2	4382	46	4383	48720	643820
20140508 0.090349	500	4383	2	4382	46	4383	48722	643818
20140508 0.09035	0	4383	2	4382	44	4382	48726	643814
20140508 0.09035	500	4382	22	4381	97	4382	48794	643756
20140508 0.090351	0	4383	18	4381	88	4383	48870	643720
20140508 0.090351	500	4383	26	4381	84	4381	48878	643712
20140508 0.090352	0	4383	18	4381	75	4381	48930	643746
20140508 0.090352	500	4383	23	4381	75	4381	48930	643746
20140508 0.090353	0	4383	23	4381	75	4381	48930	643746
20140508 0.090353	500	4382	1	4381	74	4381	48930	643746
20140508 0.090354	0	4382	1	4381	75	4381	48930	643746
20140508 0.090354	500	4382	1	4381	70	4381	48950	643766
20140508 0.090355	0	4382	1	4381	70	4381	48956	643772
20140508 0.090355	500	4382	1	4381	68	4381	48960	643772
20140508 0.090356	0	4383	21	4381	67	4381	48962	643772
20140508 0.090356	500	4383	12	4381	62	4381	48962	643772
20140508 0.090357	0	4383	7	4381	68	4381	48962	643772
20140508 0.090357	500	4383	7	4381	75	4381	48962	643772
20140508 0.090358	0	4383	8	4381	75	4381	48962	643772
